timestamp,server_timestamp,x,y,pitch,yaw,confidence,source
96237.29999995232,1771050276293.555,975.0,704.25,0.10645833333333334,0.0078125,0.5,simple
96369.39999997616,1771050276425.3408,970.5,700.875,0.10427083333333331,0.005468750000000022,0.5,simple
96499.59999996424,1771050276558.7969,970.5,694.125,0.09989583333333332,0.005468750000000022,0.5,simple
96629.09999996424,1771050276683.831,960.0,688.5,0.09624999999999996,-0.0,0.5,simple
96753,1771050276809.5068,960.0,690.75,0.09770833333333329,-0.0,0.5,simple
96889,1771050276948.466,955.5,691.875,0.0984375,-0.002343749999999978,0.5,simple
97020.59999996424,1771050277078.82,961.5,687.375,0.09552083333333333,0.0007812500000000111,0.5,simple
97126.69999998808,1771050277184.167,955.5,696.375,0.10135416666666665,-0.002343749999999978,0.5,simple
136020.59999996424,1771050316078.479,903.0,441.0,-0.06416666666666666,-0.029687499999999978,0.5,simple
136118.19999998808,1771050316173.044,903.0,438.75,-0.06562499999999999,-0.029687499999999978,0.5,simple
136242.79999995232,1771050316297.6401,907.5,439.875,-0.06489583333333333,-0.02734375,0.5,simple
